Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Mese,Costo Totale
BEVERAGE,ACQUA,BEV.ACQ.00004,ACQUA FRIZZANTE 50CL X 12,BT,BT,1,0.1496,14,1.6534,05_Maggio,2.0944
BEVERAGE,ACQUA,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,BT,BT,1,0.15,74,11.1216,05_Maggio,11.1
BEVERAGE,CAFFETT,BEV.CAF.00004,CAMOMILLA 1CF X 20 PZ,CF,PZ,20,1.2891,3,3.6384,05_Maggio,3.8673
BEVERAGE,CAFFETT,BEV.CAF.00005,THE TWINNINGS PURE GREEN 1CFX25PZ,CF,PZ,25,2.2606,2,5.1442,05_Maggio,4.52
BEVERAGE,CAFFETT,BEV.CAF.00006,THE TWINNINGS EARL GREY 1CFX25PZ,CF,PZ,25,1.905,4,7.206,05_Maggio,7.62
BEVERAGE,CAFFETT,BEV.CAF.00009,DIETOR,CF,CF,1,2.4505,3,0.7764,05_Maggio,7.35
BEVERAGE,CAFFETT,BEV.CAF.00010,THE TWINNINGS NERO ENG. BREAKFAST 1CFX25,CF,PZ,25,3.2405,11,33.9342,05_Maggio,35.65
BEVERAGE,CAFFETT,BEV.CAF.00013,TISANA TWINNINGS FRUTTI ROSSI 1CFX20PZ,CF,PZ,20,3.211,3,9.6329,05_Maggio,9.63
BEVERAGE,CAFFETT,BEV.CAF.00025,ORZO SOLUBILE 250GR X 20,PZ,PZ,1,24,5,120,05_Maggio,120
BEVERAGE,CAFFETT,BEV.CAF.00028,LATTE SOLUBILE 500GR x 20 pz,PZ,PZ,1,5.7915,41,5.945,05_Maggio,237.45
BEVERAGE,CAFFETT,CAF.BEV.00004,CAFFE IN GRANI BREAKFAST,KG,GR,100,15,41,615,05_Maggio,615
BEVERAGE,LATTE,BEV.LAT.00001,LATTE INTERO UHT LT.1,LT,LT,1,1.216,97,117.3585,05_Maggio,117.95
BEVERAGE,LATTE,BEV.LAT.00002,LATTE DI RISO LT.1,LT,LT,1,1.3208,2,3.0146,05_Maggio,2.64
BEVERAGE,LATTE,BEV.LAT.00003,LATTE DI SOIA LT.1,LT,LT,1,1.6799,4,5.7676,05_Maggio,6.72
BEVERAGE,LATTE,BEV.LAT.00004,LATTE UHT PARZIALMENTE SCREMATO,LT,LT,1,1.04,19,19.5029,05_Maggio,19.76
BEVERAGE,LATTE,BEV.LAT.00005,LATTE UHT SENZA LATTOSIO 1LT,LT,LT,1,1.23,4,5.0155,05_Maggio,4.92
BEVERAGE,SOFDRINK,BEV.SOF.00024,SUCCO ARANCIA ROSSA BRICK 1LT,LT,CL,100,1.4133,3,4.2399,05_Maggio,4.2399
BEVERAGE,SOFDRINK,BEV.SOF.00029,SUCCO CONCENTRATO ACE 4GKX4PZ,PZ,PZ,1,41.75,4,167,05_Maggio,167
BEVERAGE,SOFDRINK,BEV.SOF.00030,SUCCO CONCENTRATO ANANAS 4GKX4PZ,PZ,PZ,1,41.75,4,167,05_Maggio,167
BEVERAGE,SOFDRINK,BEV.SOF.00031,SUCCO CONCENTRATO ARANCIA BIONDA 4GKX4PZ,PZ,PZ,1,41.75,4,167,05_Maggio,167
BEVERAGE,SOFDRINK,BEV.SOF.00046,"SUCCO ARANCIA BIONDA DERBY 1,5LTX6",LT,CL,100,1.25,82.5,103.125,05_Maggio,103.13
BEVERAGE,SOFDRINK,BEV.SOF.00047,"SUCCO ANANAS DERBY 1,5LTX6",LT,CL,100,1.2089,36,50.7837,05_Maggio,43.52
BEVERAGE,SOFDRINK,BEV.SOF.00050,"SUCCO ARANCIA ROSSA DERBY 1,5LT",LT,CL,100,1.1625,66,76.7264,05_Maggio,76.725
BEVERAGE,VINOBIAN,BEV.VIN.00010,VINO BIANCO PER CUCINARE,LT,LT,1,1.3326,2,2.7,05_Maggio,2.67
FOOD,BURR,FOO.BUR.00001,BURRO MONO 1CFX100PZ,CF,PZ,100,10.6585,15,138.1143,05_Maggio,159.88
FOOD,BURR,FOO.BUR.00002,BURRO 1KG,KG,KG,1,8.7871,4.2,38.0846,05_Maggio,36.90582
FOOD,CARNEROS,FOO.CRO.00001,SALSICCIA AIA LUGANEGA,KG,KG,1,7.664,57.45,434.4534,05_Maggio,440.3
FOOD,CEREALI,FOO.CER.00002,CEREALI CORN FLAKES ALPEDI' 1KG,KG,KG,1,3.8219,6.5,0.9627,05_Maggio,24.84
FOOD,CEREALI,FOO.CER.00004,MUESLI CIOCCOLATO E NOCCIOLE 1KG,KG,KG,1,5.1664,11,54.9031,05_Maggio,56.8304
FOOD,CEREALI,FOO.CER.00006,CEREALI ALL BRAN KELLOGG'S GR.500,PZ,PZ,1,3.8617,10,43.47,05_Maggio,38.62
FOOD,CEREALI,FOO.CER.00007,MUESLI FRUTTI ROSSI 500GR,KG,KG,1,5.4415,16,68.8,05_Maggio,87.06
FOOD,CEREALI,FOO.CER.00001,FARINA 1KG,KG,KG,0,1.13,5,6.6986,05_Maggio,5.65
FOOD,FORMAGG,FOO.FOR.00001,EMMENTAL ALPEDOR,KG,GR,1000,7.3838,45.296,330.292,05_Maggio,334.46
FOOD,FORMAGG,FOO.FOR.00003,FORMAGGIO PHILADELPHIA MONO 60PZ,CF,PZ,1,16.7349,13,217.8518,05_Maggio,217.55
FOOD,FRUTTFRE,FOO.FRU.00001,ANANAS,KG,GR,1000,2.3699,234.32,516.9208,05_Maggio,555.314968
FOOD,FRUTTFRE,FOO.FRU.00002,ARANCE,KG,GR,1000,2.3627,162.5,260,05_Maggio,383.93875
FOOD,FRUTTFRE,FOO.FRU.00003,LIMONI,KG,GR,1000,2.7427,7.23,12.7563,05_Maggio,19.829721
FOOD,FRUTTFRE,FOO.FRU.00008,ANGURIA,KG,GR,1000,1.4229,201,331.6845,05_Maggio,286
FOOD,FRUTTFRE,FOO.FRU.00009,MELONE CANTALUPO,KG,GR,1000,1.821,143,259.1301,05_Maggio,260.4
FOOD,FRUTTFRE,FOO.FRU.00010,MELONE GIALLO,KG,GR,1000,1.489,111,210.9,05_Maggio,165.279
FOOD,FRUTTFRE,FOO.FRU.00012,KIWI,KG,GR,1000,7.5,0.7,2.8,05_Maggio,5.25
FOOD,MONODOLC,FOO.MDO.00001,BIFETTE MULINO BIANCO GR17X100PZ,PZ,PZ,1,0.1379,99,13.0383,05_Maggio,13.6521
FOOD,MONODOLC,FOO.MDO.00002,BIFETTE INTEGRALI MULINO BIANCO17GRX100P,PZ,PZ,1,0.1381,102,13.617,05_Maggio,14.09
VARIE,MONOUSO,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,KG,KG,1,2.7154,9,22.7053,05_Maggio,24.4386
VARIE,MONOUSO,FOO.MON.00009,ZUCCHERO DI CANNA BUSTINE 10KG,KG,KG,1,2.9253,7,15.9992,05_Maggio,20.48
VARIE,MONOUSO,FOO.MON.00010,NUTELLA MONO 15GRX120PZ,PZ,PZ,1,0.1801,638,116.435,05_Maggio,114.9
VARIE,MONOUSO,FOO.MON.00012,ZUCCHERO SEMOLATO ERIDIANA 1KG,KG,KG,1,1.2315,2,2.4629,05_Maggio,2.46
FOOD,OLIO,FOO.OLI.00002,OLIO DI GIRASOLI 5LT,LT,LT,1,1.4664,30,31.54,05_Maggio,43.99
FOOD,OLIO,FOO.OLI.00003,OLIO D'OLIVA EXTRA VERGINE LT.5,LT,LT,1,9.8347,10,92.4,05_Maggio,98.35
FOOD,ORTAGGI,FOO.ORT.00002,POMODORO CUORE DI BUE,KG,KG,1,3.0293,90.1,270.3,05_Maggio,272.94
FOOD,PANE,FOO.PAN.00001,PANE BIANCO IN CASSETTA GR.400,CF,CF,1,1.1831,49,57.82,05_Maggio,57.9719
FOOD,PANE,FOO.PAN.00002,PANE INTEGRALE IN CASSETTA  GR 400,CF,CF,1,1.18,46,54.6435,05_Maggio,54.28
FOOD,PANE,FOO.PAN.00003,PANE CIABATTA,KG,KG,1,3,65.15,211.6592,05_Maggio,195.45
FOOD,PANE,FOO.PAN.00004,PAN BAULETTO GF MULINO BIANCO,PZ,PZ,1,2.99,2,5.98,05_Maggio,5.98
FOOD,PASTICCE,FOO.PPP.00002,FARINA PER DOLCI 1KG,KG,KG,1,1.7102,8,13.6269,05_Maggio,13.68
FOOD,PASTICCE,FOO.PPP.00003,STACCANTE ALIMENTARE SPRAY PER FORNO,PZ,PZ,1,4.5367,-1,-4.5367,05_Maggio,-4.54
FOOD,PASTICCE,FOO.PPP.00009,ALBUME D'UOVO 1LT,LT,LT,1,3.35,1,4.24,05_Maggio,3.35
FOOD,PASTICCE,FOO.PPP.00010,"BURRO PER DOLCI 2,5KG",KG,KG,1,6.669,4,26.676,05_Maggio,26.68
FOOD,PASTICCE,FOO.PPP.00012,LIEVITO PER DOLCI 1KG,KG,KG,1,11.2652,0.8,9.0122,05_Maggio,9.01
FOOD,PASTICCE,FOO.PPP.00013,CIOCCOLATO FONDENTE,KG,KG,1,11.4188,1.96,26.1415,05_Maggio,22.380848
FOOD,PASTICCE,FOO.PPP.00014,CACAO,KG,KG,1,12,2,31.6134,05_Maggio,24
FOOD,PASTICCE,FOO.PPP.00016,MARMELLATA ALBICOCCA,KG,KG,1,5.9879,6,35.9271,05_Maggio,35.93
FOOD,SALUMI,FOO.SAL.00001,MORTADELLA IGP,KG,KG,1,6.7412,14.476,94.9986,05_Maggio,97.59
FOOD,SALUMI,FOO.SAL.00003,SALAME MILANO FIORUCCI,KG,KG,1,11.6723,8.148,93.1622,05_Maggio,95.11
FOOD,SALUMI,FOO.SAL.00004,PETTO DI TACCHINO FERRARINI,KG,KG,1,13.9696,30.54,430.7947,05_Maggio,426.63
FOOD,SALUMI,FOO.SAL.00005,PANCETTA / BACON,KG,KG,1,10.8796,38.212,421.6607,05_Maggio,415.73
FOOD,SALUMI,FOO.SAL.00006,PROSCIUTTO COTTO FERRARINI,KG,KG,1,7.7524,33.218,270.6867,05_Maggio,257.52
FOOD,SCATOLAM,FOO.SCA.00001,FAGIOLI HEINZ 415GRX24PZ,PZ,PZ,1,2.9195,159,430.0699,05_Maggio,464.2005
FOOD,SEMILDOL,FOO.SDO.00004,TORTA ARTIGIANALE CAPRESE 1KG,PZ,PZ,1,15.0618,8,101.7143,05_Maggio,120.49
FOOD,SEMILDOL,FOO.SDO.00005,TORTA ARTIGIANALE CROSTATA 1KG,PZ,PZ,1,14.9028,9,95.625,05_Maggio,134.13
FOOD,SEMILDOL,FOO.SDO.00006,TORTA ARTIGIANALE ALLE CAROTE 1 KG,PZ,PZ,1,14.8271,7,69.6769,05_Maggio,103.79
FOOD,SEMILDOL,FOO.SDO.00007,PLUMCAKE ARTIGIANALE CACAO 800GR,PZ,PZ,1,10.9522,7,69.8462,05_Maggio,76.6654
FOOD,SEMILDOL,FOO.SDO.00008,PASTIERA NAPOLETANA 100GRX24PZ,PZ,PZ,1,1.1042,254,280.4583,05_Maggio,280.4668
FOOD,SEMILDOL,FOO.SDO.00009,SFOGLIATELLE FROLLE 27GRX7KG,KG,KG,1,6.7571,23.8,160.8196,05_Maggio,160.82
FOOD,SEMILDOL,FOO.SDO.00010,SFOGLIATELLE RICCE 27GRX7KG,KG,KG,1,6.7571,24,162.1713,05_Maggio,162.17
FOOD,SEMILDOL,FOO.SDO.00011,SACCOTTINO AL CIOCCOLATO 30GRX150PZ,PZ,PZ,1,0.3513,656,230.4621,05_Maggio,230.45
FOOD,SEMILDOL,FOO.SDO.00012,GIRELLA CREMA E UVETTA 30GRX150PZ,PZ,PZ,1,0.3513,606,212.8955,05_Maggio,212.89
FOOD,SEMILDOL,FOO.SDO.00013,CORNETTO VUOTO 30GRX150PZ,PZ,PZ,1,0.3513,1294,454.6016,05_Maggio,454.58
FOOD,SEMILDOL,FOO.SDO.00014,"CIAMBELLA MINI 25GRX2,5KG",KG,KG,1,15.04,13.63,204.9952,05_Maggio,205
FOOD,SEMILDOL,FOO.SDO.00015,"KRAPFEN AL CIOCCOLATO 20GRX2,5KG",KG,KG,1,16.24,16.32,265.0368,05_Maggio,265.0368
FOOD,SEMILDOL,FOO.SDO.00016,MUFFIN MINI MELA CANNELLA 25GRX70PZ,PZ,PZ,1,0.4629,221,102.2961,05_Maggio,102.3
FOOD,SEMILDOL,FOO.SDO.00017,MUFFIN MINI CACAO 27GRX70PZ,PZ,PZ,1,0.4629,265,122.6616,05_Maggio,122.67
FOOD,SEMILDOL,FOO.SDO.00018,TRECCIA MINI NOCI PECAN 50GRX80PZ,PZ,PZ,1,0.5021,340,166.8006,05_Maggio,170.71
FOOD,SEMILDOL,FOO.SDO.00019,CORNETTO PRINCIPINO CIOCCOLATO 35GRX85PZ,PZ,PZ,1,0.3271,686,224.3568,05_Maggio,224.39
FOOD,SEMILDOL,FOO.SDO.00020,CORNETTO PRINCIPINO CREMA 35GRX85PZ,PZ,PZ,1,0.3271,784,256.4306,05_Maggio,256.45
FOOD,SEMILDOL,FOO.SDO.00021,CORNETTO PRINCIPINO MARMELLATA 35GRX85PZ,PZ,PZ,1,0.3271,828,270.824,05_Maggio,270.84
FOOD,SEMILDOL,FOO.SDO.00022,CORNETTO VEG PRINCIPINO CEREAL 35GRX100P,PZ,PZ,1,0.345,87,30.015,05_Maggio,30.015
FOOD,SEMILDOL,FOO.SDO.00023,CORNETTO GF CACAO NOCCIOLE 100GRX12PZ,PZ,PZ,1,2.8662,11,31.524,05_Maggio,31.5282
FOOD,SEMILDOL,FOO.SDO.00024,CORNETTO GF ALBICOCCA 100GRX12PZ,PZ,PZ,1,2.9,12,34.8,05_Maggio,34.8
FOOD,SEMILDOL,FOO.SDO.00028,PLUMCAKE ARTIGIANALE AL LIMONE 800 GR,PZ,PZ,1,11.6737,9,92.3965,05_Maggio,105.06
FOOD,SEMILDOL,FOO.SDO.00029,TORTA  ARTIGIANALE ALLE MELE 1 KG,PZ,PZ,1,15.0679,10,110.9615,05_Maggio,150.68
FOOD,SEMILDOL,FOO.SDO.00032,CONFETTURA FRAGOLA 900GRX6PZ,PZ,PZ,1,6.0311,2,9.5563,05_Maggio,12.06
FOOD,SEMILDOL,FOO.SDO.00033,CONFETTURA ALBICOCCA 900GRX6PZ,PZ,PZ,1,6.95,1,6.95,05_Maggio,6.95
FOOD,SEMILDOL,FOO.SDO.00035,MIELE 900GRX6PZ,PZ,PZ,1,10,3,30,05_Maggio,30
FOOD,SEMILDOL,FOO.SDO.00036,SCIROPPO D'ACERO 900GRX6PZ,PZ,PZ,1,7.5,4,30,05_Maggio,30
FOOD,SEMILDOL,FOO.SDO.00037,CONFETTURA FRUTTI DI BOSCO 900GRX6PZ,PZ,PZ,1,6.4808,2,10.6598,05_Maggio,12.96
FOOD,SEMILDOL,FOO.SDO.00043,COPPETTA X MARMELLATA CIALDA 500PZ,PZ,PZ,1,0.0476,300,14.28,05_Maggio,14.28
FOOD,SEMILDOL,FOO.SDO.00044,BURRO DI ARACHIDI 800GRX6PZ,PZ,PZ,1,16.2484,2,31.888,05_Maggio,32.5
FOOD,SEMILDOL,FOO.SDO.00047,PANCAKE PREPARATO MACCHINA GR 730,PZ,PZ,1,12.5,11,137.5,05_Maggio,137.5
FOOD,SEMILSAL,FOO.SSA.00011,"PANINI ALPE ADRIA MIX 3,5GRX2,7KG",KG,KG,1,9.5185,43.97,418.5292,05_Maggio,418.53
FOOD,SEMILSAL,FOO.SSA.00013,"PATATE SURGELATE A CUBETTI 2,5KGX4PZ",KG,GR,1000,3.117,63,159.6503,05_Maggio,196.37
VARIE,MONOUSO,FOO.MON.00003,KETCHUP BUSTINE,CF,CF,1,10.383,2,11.8889,05_Maggio,20.77
VARIE,MONOUSO,FOO.MON.00004,PEPE BUSTINE,CF,CF,1,10.27,2,20.54,05_Maggio,20.54
FOOD,SPEZIECO,FOO.SPE.00001,ACETO DI VINO BIANCO,LT,LT,1,0.8144,8.5,4.0279,05_Maggio,6.92
FOOD,SPEZIECO,FOO.SPE.00006,SALE BUSTINE,CF,CF,1,10.5171,1,11.0567,05_Maggio,10.52
FOOD,SPEZIECO,FOO.SPE.00008,OLIO EXTRA VERGINE BUSTINE,CF,CF,1,16.4537,3,45.2925,05_Maggio,49.3611
FOOD,SPEZIECO,FOO.SPE.00021,ODORI MISTI,KG,KG,1,10,0.74,4.44,05_Maggio,7.4
FOOD,UOVA,FOO.UOV.00001,UOVA FRESCHE L CAT. A X 180PZ,PZ,PZ,1,0.185,5233,924.9776,05_Maggio,968.11
FOOD,YOGURT,FOO.YOG.00002,YOGURT BIANCO KG.5,PZ,PZ,1,10.47,16,167.5542,05_Maggio,167.52
PULIZIA,DETERGEN,PUL.DET.00015,DETERSIVO LAVAST. TOPMATIC ECOLAB 5LT,PZ,PZ,1,36.7483,1,31.5688,05_Maggio,36.75
PULIZIA,DETERGEN,PUL.DET.00046,DETERSIVO LAVAST. TOPMATIC ECOLAB 25LT,PZ,PZ,1,145.45,1,145.45,05_Maggio,145.45
PULIZIA,STRPULIZ,PUL.STR.00009,PAGLIETTE D'ACCIAIO 1CFX10PZ,PZ,PZ,1,1.6177,4,6.4708,05_Maggio,6.47
PULIZIA,STRPULIZ,PUL.STR.00016,GUANTI MONOUSO 100PZ MISURA L,CF,CF,1,3.4091,1,3.4091,05_Maggio,3.41
PULIZIA,STRPULIZ,PUL.STR.00020,GUANTI MONOUSO 100PZ MISURA M,CF,CF,1,4.5,1,4.5,05_Maggio,4.5
VARIE,CARTBUSA,VAR.CAR.00005,BUSTE SPAZZATURA 90X120 20KG,CT,CT,1,35.5953,2,88,05_Maggio,71.19
VARIE,CARTBUSA,VAR.CAR.00015,BOBINA CARTA STRONG 800 STRAPPIX10,PZ,PZ,1,3.7585,7,26.25,05_Maggio,26.31
VARIE,CARTBUSA,VAR.CAR.00016,BUSTE SHOPPER BIANCHE 400PZ (COLAZIONI),PZ,PZ,1,0.1345,73,9.8185,05_Maggio,9.82
VARIE,CARTBUSA,VAR.CAR.00017,CENTRINI MERLETTATI RETTANG 20X30 250PZ,CF,PZ,250,5.5,2,11,05_Maggio,11
VARIE,CARTBUSA,VAR.CAR.00018,SACCHETTI BIANCHI BREAKFAST 17X34 10KG,KG,KG,0,1.4312,0.3,0.0736,05_Maggio,0.43
VARIE,CARTBUSA,VAR.CAR.00021,CENTRINI MERLETTATI RETTANGO 30X40 250PZ,CF,PZ,250,11,2,22,05_Maggio,22
VARIE,CARTBUSA,VAR.CAR.00022,CENTRINI MERLETTATI OVALI 30X31 250PZ,CF,PZ,250,12.5,2,20,05_Maggio,25
VARIE,MONOUSO,VAR.MON.00001,TOVAGLIOLI TNT POKET AZZ40X35(16CFX60PZ),CF,CF,1,5.3125,74,340.4,05_Maggio,393.13
VARIE,MONOUSO,VAR.MON.00005,TOVAGLIOLO TNT 40X40 (16CFX50PZ),CF,CF,1,3.6749,8,20,05_Maggio,29.4
VARIE,MONOUSO,VAR.MON.00007,TOVAGLIE 100X100 (4CFX25PZ),CF,CF,1,14.002,68,969.6504,05_Maggio,952.136
VARIE,MONOUSO,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,CF,CF,1,5.5827,2,8.2442,05_Maggio,11.17
VARIE,MONOUSO,VAR.MON.00017,BIS POSATE PLASTICA 1CFX100PZ,CF,CF,1,8.2608,1,5.3571,05_Maggio,8.26
VARIE,MONOUSO,VAR.MON.00024,SALVALIQUIDI RETTANGOLARI GR750 1CFX50PZ,PZ,PZ,1,0.22,59,12.98,05_Maggio,12.98
VARIE,MONOUSO,VAR.MON.00029,TOVAGLIE 100X100 BIANCHE 4CFX25PZ,CF,CF,1,11.875,1,11.25,05_Maggio,11.88
VARIE,PROCUCIN,VAR.PCU.00003,CARTA FORNO 40X60 FOGLI,CF,CF,1,6.5707,1,7.125,05_Maggio,6.57
VARIE,PROVARIE,VAR.PRO.00001,CARTA PELLICOLA CUKI 300MT X8 ROTOLO,PZ,PZ,1,6.3797,8,46.5456,05_Maggio,51.04
BEVERAGE,ACQUA,BEV.ACQ.00004,ACQUA FRIZZANTE 50CL X 12,BT,BT,1,0.1496,3,0.4301,06_Giugno,0.4488
BEVERAGE,ACQUA,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,BT,BT,1,0.15,27,4.0519,06_Giugno,4.05
BEVERAGE,CAFFETT,BEV.CAF.00004,CAMOMILLA 1CF X 20 PZ,CF,PZ,20,1.2891,4,4.8512,06_Giugno,5.16
BEVERAGE,CAFFETT,BEV.CAF.00005,THE TWINNINGS PURE GREEN 1CFX25PZ,CF,PZ,25,2.2606,1,2.5721,06_Giugno,2.26
BEVERAGE,CAFFETT,BEV.CAF.00006,THE TWINNINGS EARL GREY 1CFX25PZ,CF,PZ,25,1.905,7,12.6105,06_Giugno,13.34
BEVERAGE,CAFFETT,BEV.CAF.00007,THE TWINNINGS FRUTTI ROSSI 1CFX25PZ,CF,PZ,25,1.9015,2,5.1082,06_Giugno,3.8
BEVERAGE,CAFFETT,BEV.CAF.00009,DIETOR,CF,CF,1,2.4505,11,19.4495,06_Giugno,26.96
BEVERAGE,CAFFETT,BEV.CAF.00010,THE TWINNINGS NERO ENG. BREAKFAST 1CFX25,CF,PZ,25,3.2405,12,37.0188,06_Giugno,38.886
BEVERAGE,CAFFETT,BEV.CAF.00013,TISANA TWINNINGS FRUTTI ROSSI 1CFX20PZ,CF,PZ,20,3.211,5,16.055,06_Giugno,16.06
BEVERAGE,CAFFETT,BEV.CAF.00028,LATTE SOLUBILE 500GR x 20 pz,PZ,PZ,1,5.7915,46,194.7158,06_Giugno,266.41
BEVERAGE,CAFFETT,BEV.CAF.00004,CAFFE IN GRANI BREAKFAST,KG,GR,100,15,39,585,06_Giugno,585
BEVERAGE,LATTE,BEV.LAT.00001,LATTE INTERO UHT LT.1,LT,LT,1,1.216,82,99.5924,06_Giugno,99.71
BEVERAGE,LATTE,BEV.LAT.00002,LATTE DI RISO LT.1,LT,LT,1,1.3208,2,3.0146,06_Giugno,2.64
BEVERAGE,LATTE,BEV.LAT.00003,LATTE DI SOIA LT.1,LT,LT,1,1.6799,7,11.1843,06_Giugno,11.76
BEVERAGE,LATTE,BEV.LAT.00004,LATTE UHT PARZIALMENTE SCREMATO,LT,LT,1,1.04,32,33.0318,06_Giugno,33.28
BEVERAGE,LATTE,BEV.LAT.00005,LATTE UHT SENZA LATTOSIO 1LT,LT,LT,1,1.23,7,8.7773,06_Giugno,8.61
BEVERAGE,SOFDRINK,BEV.SOF.00029,SUCCO CONCENTRATO ACE 4GKX4PZ,PZ,PZ,1,41.75,7,292.25,06_Giugno,292.25
BEVERAGE,SOFDRINK,BEV.SOF.00030,SUCCO CONCENTRATO ANANAS 4GKX4PZ,PZ,PZ,1,41.75,8,334,06_Giugno,334
BEVERAGE,SOFDRINK,BEV.SOF.00031,SUCCO CONCENTRATO ARANCIA BIONDA 4GKX4PZ,PZ,PZ,1,41.75,10,417.5,06_Giugno,417.5
